Operating System Marks,Algorithms Marks,Software Engineering Marks,Computer Networks Marks,Electronics Marks,Computer Architecture Marks,Mathematics Marks,Coding Skill Rating,Communication Skill Rating,Public Speaking Skill,Memory Capacity,Logical Reasoning Score,Reading and Writing Skill,Number of Hackathons Attended,Certifications,Number of Internships Attended,Worked As a Team,Personality,Expected Hours of Work Per Day,Willingness to Work for Long Period,Preference: Job vs. Higher Studies,Type of Company Preferred,Interested Career Area,Self-Learning Ability,Interest Type,Predicted Career Options
42,41,81,56,48,88,62,8,5,1,Medium,5,Medium,1,Python,4,No,Extrovert,5,No,Higher Studies,Service-based,Developer,Yes,Technical,Network Administrator
92,75,61,95,85,45,51,1,4,9,Excellent,10,Excellent,0,AI/ML,3,Yes,Extrovert,6,No,Job,Product-based,Analyst,No,Management,CRM Specialist
57,42,91,83,94,83,83,2,3,5,Poor,8,Excellent,9,Java,0,No,Introvert,7,Yes,Higher Studies,Product-based,Administrator,No,Management,UX Designer
68,87,80,94,48,93,89,4,2,10,Excellent,3,Medium,7,AI/ML,5,Yes,Extrovert,8,No,Job,Product-based,Developer,No,Management,Software Engineer
72,40,60,96,40,48,68,5,6,6,Medium,10,Excellent,5,Data Science,5,Yes,Introvert,11,No,Job,Product-based,Administrator,Yes,Technical,UX Designer
78,79,99,71,90,75,72,8,4,9,Excellent,10,Average,7,None,1,No,Introvert,8,No,Higher Studies,Product-based,Developer,Yes,Management,System Developer
81,62,47,42,71,59,57,3,6,3,Medium,3,Average,5,Java,4,Yes,Extrovert,12,No,Higher Studies,Product-based,Analyst,No,Management,Network Administrator
59,42,83,65,66,64,45,9,7,4,Medium,1,Excellent,2,Java,0,No,Introvert,9,No,Higher Studies,Product-based,UX Designer,Yes,Technical,Technical Developer
50,68,51,71,98,62,51,3,4,2,Excellent,9,Medium,3,Data Science,4,Yes,Introvert,11,Yes,Higher Studies,Product-based,Research,Yes,Technical,CRM Specialist
60,94,75,45,92,96,90,8,4,3,Poor,6,Excellent,4,Data Science,1,No,Extrovert,8,Yes,Higher Studies,Product-based,Analyst,Yes,Management,Software Engineer
64,55,44,86,51,53,95,4,3,6,Medium,1,Average,6,Python,1,Yes,Introvert,8,No,Job,Service-based,Analyst,No,Technical,System Developer
54,87,88,83,86,66,91,4,6,9,Poor,9,Average,4,AI/ML,0,No,Introvert,10,Yes,Higher Studies,Service-based,Administrator,No,Technical,UX Designer
69,57,63,82,74,73,100,5,8,8,Poor,1,Average,4,Python,4,Yes,Extrovert,9,No,Higher Studies,Service-based,Analyst,No,Management,Software Engineer
68,89,98,99,58,93,89,4,10,1,Medium,10,Medium,9,Networking,4,Yes,Extrovert,6,Yes,Job,Product-based,Analyst,No,Technical,UX Designer
55,66,74,51,58,41,48,8,1,2,Excellent,4,Poor,2,Python,4,Yes,Extrovert,4,Yes,Higher Studies,Product-based,Administrator,No,Technical,Software Engineer
58,98,80,79,64,70,71,3,6,6,Poor,1,Average,10,Java,5,Yes,Extrovert,5,Yes,Job,Product-based,UX Designer,No,Technical,System Developer
70,86,81,46,82,87,84,8,3,4,Poor,8,Excellent,0,Networking,3,No,Introvert,7,No,Higher Studies,Service-based,Administrator,Yes,Technical,CRM Specialist
40,91,69,99,83,60,45,7,8,4,Poor,4,Average,5,Networking,1,Yes,Introvert,8,Yes,Job,Product-based,Developer,No,Management,CRM Specialist
99,73,90,63,79,83,57,7,3,3,Medium,3,Excellent,6,Python,2,No,Introvert,4,Yes,Higher Studies,Service-based,Research,No,Technical,Software Engineer
74,42,63,49,82,63,57,9,8,1,Poor,9,Medium,2,AI/ML,3,Yes,Extrovert,9,Yes,Job,Service-based,UX Designer,No,Management,CRM Specialist
40,97,63,77,77,96,46,3,1,8,Excellent,4,Excellent,10,Data Science,2,No,Extrovert,9,No,Higher Studies,Product-based,UX Designer,No,Management,Technical Developer
55,56,54,45,72,45,97,4,5,1,Excellent,2,Poor,0,None,4,Yes,Introvert,11,Yes,Job,Service-based,Analyst,Yes,Management,Software Engineer
64,61,46,87,86,92,79,10,2,5,Excellent,2,Medium,9,None,0,Yes,Extrovert,8,Yes,Higher Studies,Product-based,UX Designer,Yes,Technical,Business Analyst
81,98,40,83,93,46,47,9,8,10,Excellent,7,Poor,2,Networking,5,Yes,Extrovert,10,No,Higher Studies,Service-based,Administrator,Yes,Technical,Software Engineer
55,99,79,46,72,79,98,6,4,1,Medium,10,Average,1,Data Science,0,No,Introvert,5,Yes,Higher Studies,Product-based,Research,Yes,Technical,Software Engineer
58,76,56,60,51,80,75,9,10,3,Medium,4,Poor,2,Networking,3,No,Introvert,11,Yes,Higher Studies,Service-based,UX Designer,No,Management,IT Admin
67,44,81,68,67,70,74,3,1,1,Medium,1,Medium,10,Java,2,No,Extrovert,6,No,Higher Studies,Product-based,Research,No,Management,CRM Specialist
75,95,90,71,82,83,47,5,1,6,Poor,8,Medium,4,AI/ML,2,No,Introvert,7,Yes,Job,Service-based,Developer,No,Technical,IT Admin
79,50,75,66,75,63,76,1,9,2,Poor,10,Excellent,4,AI/ML,1,No,Extrovert,5,No,Job,Service-based,Analyst,No,Management,IT Admin
57,91,75,72,79,45,100,1,4,5,Poor,2,Average,4,Networking,4,Yes,Introvert,10,Yes,Higher Studies,Product-based,Analyst,Yes,Technical,Software Engineer
60,45,69,49,73,57,79,7,1,3,Poor,2,Poor,9,Python,3,No,Introvert,7,Yes,Higher Studies,Product-based,Developer,No,Management,Technical Developer
40,100,42,67,62,63,64,6,7,1,Medium,6,Average,8,AI/ML,4,No,Extrovert,10,Yes,Higher Studies,Product-based,UX Designer,Yes,Technical,IT Admin
53,74,93,58,67,46,80,6,5,7,Poor,10,Excellent,8,AI/ML,1,No,Introvert,4,Yes,Job,Service-based,Administrator,Yes,Management,Software Engineer
54,88,91,87,65,48,53,2,3,6,Excellent,6,Excellent,7,Networking,2,Yes,Introvert,8,Yes,Higher Studies,Service-based,Developer,No,Technical,Technical Developer
86,61,93,64,93,58,71,1,8,1,Medium,1,Medium,9,AI/ML,0,Yes,Introvert,6,Yes,Job,Product-based,UX Designer,No,Technical,Technical Developer
40,56,72,49,92,69,91,9,9,9,Poor,3,Excellent,1,Networking,3,Yes,Introvert,6,Yes,Higher Studies,Product-based,Analyst,No,Technical,Software Engineer
43,92,85,40,71,53,88,4,4,9,Poor,8,Medium,3,AI/ML,1,Yes,Extrovert,10,No,Higher Studies,Service-based,Developer,No,Technical,UX Designer
93,53,41,81,73,80,56,3,4,4,Excellent,10,Poor,8,Python,0,Yes,Extrovert,6,No,Higher Studies,Service-based,Research,No,Technical,Business Analyst
89,63,60,57,86,79,41,1,4,7,Poor,2,Poor,9,Data Science,4,Yes,Introvert,11,Yes,Job,Product-based,Administrator,Yes,Technical,IT Admin
73,82,41,95,95,55,83,10,10,7,Poor,1,Average,5,Java,3,No,Introvert,7,No,Higher Studies,Service-based,UX Designer,Yes,Management,CRM Specialist
54,45,88,70,54,59,84,8,1,8,Excellent,3,Poor,6,Data Science,4,Yes,Extrovert,10,Yes,Higher Studies,Product-based,UX Designer,Yes,Management,UX Designer
83,88,73,46,53,40,82,6,7,5,Excellent,9,Medium,4,Networking,5,Yes,Extrovert,9,Yes,Job,Product-based,Developer,No,Management,UX Designer
71,42,96,81,71,61,60,4,5,3,Excellent,4,Average,0,Python,1,Yes,Introvert,5,Yes,Higher Studies,Service-based,Research,No,Technical,Technical Developer
65,63,50,88,40,80,77,5,8,6,Poor,9,Poor,6,Java,3,Yes,Extrovert,12,Yes,Higher Studies,Service-based,UX Designer,No,Management,System Developer
74,60,67,76,88,83,86,1,8,9,Excellent,10,Average,0,Data Science,1,Yes,Introvert,10,Yes,Higher Studies,Service-based,Research,No,Technical,Network Administrator
43,44,58,63,49,60,75,9,4,8,Poor,7,Average,2,Python,3,No,Extrovert,9,No,Higher Studies,Product-based,Analyst,No,Technical,Software Engineer
59,50,42,62,78,47,83,6,3,2,Medium,7,Excellent,1,None,5,Yes,Introvert,10,No,Higher Studies,Product-based,Developer,No,Management,Software Engineer
54,43,96,87,42,95,83,6,6,4,Poor,5,Poor,1,Java,5,Yes,Extrovert,9,Yes,Higher Studies,Product-based,Developer,Yes,Technical,UX Designer
48,58,65,68,62,88,83,5,3,4,Medium,5,Medium,9,Networking,2,Yes,Extrovert,7,No,Higher Studies,Service-based,Administrator,Yes,Technical,Software Engineer
53,51,53,40,85,89,45,6,9,2,Medium,7,Medium,9,None,3,Yes,Introvert,7,No,Higher Studies,Service-based,Research,Yes,Technical,Software Engineer
52,90,50,99,92,49,81,6,2,1,Medium,8,Medium,6,Python,2,No,Introvert,12,Yes,Job,Product-based,Administrator,No,Management,Technical Developer
50,74,83,94,84,97,51,4,1,5,Poor,10,Poor,6,AI/ML,3,Yes,Introvert,4,Yes,Job,Product-based,Analyst,Yes,Management,Software Engineer
86,55,94,46,92,71,81,10,10,2,Poor,8,Poor,7,None,0,Yes,Extrovert,4,Yes,Higher Studies,Service-based,Analyst,No,Technical,Business Analyst
69,82,97,49,85,100,49,6,1,6,Excellent,2,Excellent,9,Java,0,No,Introvert,6,Yes,Job,Product-based,Research,Yes,Management,Software Engineer
74,81,99,92,50,97,78,4,6,4,Excellent,2,Medium,5,Python,5,Yes,Extrovert,12,Yes,Higher Studies,Product-based,Developer,Yes,Technical,IT Admin
91,59,47,99,95,53,65,8,7,3,Excellent,10,Medium,8,Python,2,Yes,Extrovert,6,No,Higher Studies,Service-based,Analyst,Yes,Technical,Network Administrator
57,52,77,94,61,44,46,3,7,1,Poor,7,Poor,10,Python,1,No,Introvert,9,No,Job,Service-based,Analyst,No,Technical,CRM Specialist
42,75,50,63,42,45,92,6,7,5,Poor,6,Poor,9,Data Science,4,No,Introvert,5,Yes,Job,Product-based,Analyst,No,Technical,Network Administrator
43,45,81,61,65,79,91,4,8,5,Excellent,3,Excellent,8,Java,1,Yes,Extrovert,9,No,Higher Studies,Service-based,Developer,No,Technical,System Developer
77,91,97,81,95,76,61,6,1,10,Excellent,4,Poor,5,AI/ML,1,No,Introvert,12,No,Job,Product-based,UX Designer,Yes,Technical,Network Administrator
98,49,52,77,96,42,70,1,6,9,Excellent,5,Average,2,None,3,Yes,Extrovert,12,Yes,Job,Service-based,Research,No,Management,IT Admin
81,70,51,67,94,60,87,4,6,10,Medium,1,Excellent,1,AI/ML,1,No,Introvert,11,No,Job,Service-based,Administrator,Yes,Technical,Software Engineer
59,52,89,55,43,99,75,4,8,8,Excellent,6,Average,2,Java,4,Yes,Extrovert,10,Yes,Job,Service-based,Analyst,Yes,Management,Software Engineer
74,98,97,62,59,50,59,1,7,8,Medium,8,Medium,6,Networking,1,No,Introvert,6,Yes,Job,Product-based,Administrator,Yes,Management,Business Analyst
46,57,42,98,93,77,97,3,9,10,Excellent,10,Poor,7,Java,2,No,Introvert,12,No,Job,Service-based,Analyst,No,Management,CRM Specialist
56,42,95,89,59,47,57,3,1,7,Medium,10,Average,6,Python,0,No,Extrovert,11,No,Job,Service-based,Administrator,Yes,Technical,IT Admin
61,96,44,87,44,85,64,2,10,9,Excellent,6,Medium,1,AI/ML,5,Yes,Extrovert,8,Yes,Job,Product-based,Administrator,Yes,Management,UX Designer
59,45,78,51,65,51,81,10,4,9,Excellent,9,Poor,2,AI/ML,1,No,Introvert,11,No,Job,Product-based,Developer,No,Technical,IT Admin
95,82,69,68,86,58,63,4,7,10,Medium,4,Average,9,Data Science,2,No,Introvert,10,No,Higher Studies,Product-based,Analyst,No,Management,UX Designer
67,47,83,76,41,50,69,8,7,1,Excellent,6,Average,5,Networking,5,No,Extrovert,7,No,Higher Studies,Product-based,Analyst,No,Management,UX Designer
52,47,52,87,78,80,83,9,5,1,Medium,4,Excellent,6,Python,0,Yes,Extrovert,9,No,Job,Service-based,UX Designer,Yes,Management,IT Admin
40,55,89,45,48,53,62,10,3,3,Medium,5,Medium,6,AI/ML,1,Yes,Extrovert,12,Yes,Higher Studies,Product-based,Administrator,No,Management,UX Designer
59,50,62,99,98,56,59,4,9,9,Poor,7,Poor,8,Data Science,4,Yes,Extrovert,9,Yes,Higher Studies,Product-based,Developer,Yes,Management,Technical Developer
65,49,49,42,99,90,46,10,1,9,Medium,9,Average,8,None,5,Yes,Extrovert,7,Yes,Higher Studies,Service-based,Analyst,Yes,Technical,Network Administrator
44,90,55,56,89,85,84,8,1,5,Excellent,10,Excellent,1,None,4,Yes,Extrovert,10,Yes,Higher Studies,Service-based,Developer,Yes,Technical,CRM Specialist
51,72,92,70,58,100,46,10,6,2,Medium,8,Average,7,Python,3,Yes,Introvert,10,Yes,Job,Product-based,Administrator,No,Management,UX Designer
78,60,74,89,46,45,91,7,6,8,Medium,1,Average,5,AI/ML,0,Yes,Introvert,12,Yes,Higher Studies,Service-based,Developer,Yes,Management,Software Engineer
70,78,49,79,66,85,72,2,5,5,Poor,5,Excellent,4,Java,5,No,Extrovert,6,Yes,Higher Studies,Service-based,Research,No,Technical,Software Engineer
40,62,90,69,52,97,69,2,10,1,Medium,1,Average,2,AI/ML,4,Yes,Extrovert,7,Yes,Job,Product-based,Administrator,No,Management,UX Designer
99,62,63,94,52,82,53,1,6,9,Excellent,5,Poor,8,Java,1,Yes,Extrovert,7,Yes,Higher Studies,Product-based,Research,Yes,Technical,Software Engineer
94,40,56,57,75,64,86,7,8,8,Excellent,3,Excellent,10,Python,3,Yes,Extrovert,4,Yes,Higher Studies,Product-based,UX Designer,No,Technical,Network Administrator
81,90,49,67,65,41,48,6,8,7,Medium,8,Excellent,0,Data Science,4,No,Extrovert,11,Yes,Job,Service-based,Research,No,Management,System Developer
45,78,98,98,97,77,77,6,7,3,Excellent,3,Poor,4,Data Science,5,Yes,Introvert,10,No,Job,Service-based,Research,No,Technical,Software Engineer
83,72,96,78,40,51,57,2,2,4,Medium,9,Average,6,Java,1,No,Introvert,10,No,Higher Studies,Service-based,Analyst,No,Technical,CRM Specialist
44,58,82,88,95,67,93,9,7,2,Medium,7,Excellent,8,Python,5,Yes,Introvert,11,Yes,Job,Service-based,Developer,No,Technical,IT Admin
95,52,87,93,50,43,98,9,4,8,Excellent,5,Excellent,5,AI/ML,2,Yes,Introvert,8,No,Job,Product-based,Administrator,Yes,Management,UX Designer
82,88,81,72,87,69,100,8,8,9,Medium,10,Medium,0,AI/ML,0,No,Introvert,11,No,Job,Product-based,Administrator,No,Management,IT Admin
59,55,73,67,86,50,83,1,6,8,Poor,5,Poor,7,Python,5,Yes,Extrovert,11,Yes,Higher Studies,Product-based,Research,Yes,Management,IT Admin
71,100,96,67,43,59,81,4,9,7,Excellent,7,Average,7,Java,5,Yes,Introvert,11,Yes,Job,Product-based,Developer,No,Management,Software Engineer
52,45,44,85,74,90,76,5,8,7,Medium,9,Average,2,Python,1,Yes,Extrovert,11,Yes,Higher Studies,Service-based,Developer,No,Technical,UX Designer
79,72,80,96,58,96,82,1,6,10,Medium,7,Excellent,8,Data Science,5,No,Extrovert,10,Yes,Job,Product-based,Administrator,Yes,Technical,System Developer
40,99,48,47,91,87,85,1,2,2,Medium,4,Excellent,9,AI/ML,0,No,Extrovert,11,No,Higher Studies,Product-based,Analyst,No,Management,Software Engineer
48,70,87,88,43,42,58,10,10,6,Poor,8,Excellent,7,Networking,0,Yes,Introvert,4,Yes,Job,Service-based,Analyst,Yes,Technical,UX Designer
64,52,70,67,58,80,67,2,2,9,Medium,8,Medium,9,Python,1,No,Extrovert,6,Yes,Job,Service-based,Analyst,Yes,Management,Software Engineer
48,97,99,100,43,74,87,4,4,5,Poor,10,Average,2,AI/ML,2,Yes,Extrovert,8,No,Job,Product-based,Analyst,Yes,Management,UX Designer
66,99,40,84,68,81,92,7,8,2,Excellent,2,Average,6,AI/ML,5,No,Extrovert,9,Yes,Job,Product-based,Administrator,No,Technical,Business Analyst
93,69,87,58,100,68,87,1,8,2,Poor,1,Medium,6,None,2,Yes,Extrovert,6,No,Higher Studies,Product-based,Administrator,No,Management,UX Designer
66,70,99,85,100,77,78,10,7,4,Medium,8,Poor,2,Java,4,No,Extrovert,10,No,Job,Product-based,Research,No,Technical,Network Administrator
59,45,82,75,59,98,54,4,10,5,Excellent,7,Poor,6,None,3,Yes,Extrovert,7,No,Higher Studies,Service-based,UX Designer,No,Management,IT Admin
40,88,41,43,50,84,67,7,9,6,Medium,4,Average,6,None,2,Yes,Introvert,4,Yes,Higher Studies,Product-based,Analyst,Yes,Technical,System Developer
66,90,72,96,80,61,76,2,7,2,Medium,2,Medium,10,Java,0,Yes,Introvert,11,No,Job,Product-based,UX Designer,Yes,Management,System Developer
45,73,86,63,93,40,90,4,10,1,Medium,3,Poor,6,None,1,Yes,Introvert,10,Yes,Job,Service-based,Developer,No,Technical,CRM Specialist
71,54,78,69,60,58,64,2,5,9,Medium,7,Average,2,AI/ML,2,No,Extrovert,12,Yes,Higher Studies,Product-based,Administrator,No,Technical,System Developer
68,68,79,75,51,69,91,6,6,1,Medium,8,Medium,3,Python,3,No,Introvert,12,Yes,Job,Service-based,Analyst,Yes,Technical,Software Engineer
100,43,63,84,46,94,49,1,1,4,Poor,7,Medium,5,None,5,No,Introvert,5,No,Job,Product-based,Developer,Yes,Technical,Technical Developer
66,66,94,85,86,69,90,7,10,2,Medium,6,Medium,10,Java,0,No,Introvert,9,No,Higher Studies,Service-based,Research,No,Management,UX Designer
97,71,96,83,73,56,58,10,1,7,Poor,10,Excellent,6,Data Science,5,No,Extrovert,8,No,Job,Service-based,Research,No,Technical,Software Engineer
43,90,69,74,98,99,74,3,4,10,Excellent,2,Excellent,1,Python,5,Yes,Introvert,7,Yes,Higher Studies,Service-based,UX Designer,No,Management,IT Admin
63,78,73,90,95,97,81,4,6,2,Excellent,1,Medium,3,None,4,Yes,Extrovert,12,Yes,Job,Service-based,Research,No,Technical,Technical Developer
44,43,94,56,86,97,58,2,10,3,Poor,6,Poor,6,Java,0,Yes,Extrovert,8,No,Higher Studies,Product-based,Analyst,Yes,Technical,Technical Developer
57,92,96,74,83,42,79,2,10,1,Poor,2,Medium,8,Java,0,Yes,Introvert,9,Yes,Higher Studies,Service-based,UX Designer,No,Management,Network Administrator
77,53,63,68,64,85,76,7,3,6,Medium,8,Medium,10,Data Science,5,Yes,Introvert,12,Yes,Higher Studies,Product-based,Developer,Yes,Technical,IT Admin
67,93,100,51,41,90,54,8,10,1,Medium,6,Medium,2,AI/ML,5,No,Introvert,9,No,Higher Studies,Product-based,Analyst,Yes,Management,CRM Specialist
100,78,56,62,67,79,74,6,3,1,Excellent,3,Excellent,6,Networking,0,Yes,Extrovert,9,Yes,Higher Studies,Product-based,Analyst,No,Technical,Network Administrator
48,43,58,98,83,77,97,4,4,1,Poor,3,Medium,1,Networking,2,Yes,Introvert,5,No,Job,Product-based,Developer,No,Management,IT Admin
41,55,92,53,52,91,52,9,10,7,Excellent,2,Excellent,1,Java,4,Yes,Extrovert,7,No,Higher Studies,Service-based,Developer,Yes,Technical,UX Designer
90,89,46,73,85,40,69,5,4,5,Excellent,2,Average,6,Java,0,Yes,Introvert,11,No,Job,Product-based,Research,No,Management,Technical Developer
59,86,92,70,79,58,47,10,8,2,Poor,2,Poor,2,Java,5,Yes,Introvert,11,Yes,Higher Studies,Service-based,Analyst,No,Management,Network Administrator
63,82,62,60,76,82,61,8,9,8,Excellent,5,Poor,5,None,0,Yes,Extrovert,7,Yes,Higher Studies,Product-based,Research,Yes,Management,Technical Developer
99,99,49,84,78,52,78,8,2,3,Excellent,6,Poor,8,AI/ML,4,Yes,Extrovert,11,No,Higher Studies,Service-based,UX Designer,No,Technical,System Developer
74,77,57,75,70,50,50,8,10,1,Excellent,4,Medium,5,AI/ML,1,No,Introvert,11,No,Job,Service-based,UX Designer,Yes,Management,Network Administrator
40,82,84,48,96,51,61,6,3,5,Excellent,7,Poor,0,None,1,Yes,Introvert,8,Yes,Job,Product-based,Research,No,Technical,Business Analyst
94,54,77,91,70,50,44,7,2,1,Medium,7,Medium,5,Data Science,3,Yes,Extrovert,11,No,Higher Studies,Product-based,Developer,No,Technical,Technical Developer
89,87,92,100,86,43,83,7,9,7,Medium,5,Average,2,Java,3,Yes,Extrovert,12,Yes,Higher Studies,Product-based,UX Designer,Yes,Technical,Technical Developer
91,67,87,62,69,88,41,5,9,10,Excellent,4,Medium,1,AI/ML,5,No,Introvert,6,No,Job,Product-based,Research,Yes,Technical,IT Admin
88,90,92,88,55,78,100,7,8,4,Poor,10,Average,3,Java,0,Yes,Extrovert,7,No,Higher Studies,Product-based,Administrator,No,Technical,UX Designer
57,77,50,66,56,62,65,3,4,9,Excellent,2,Poor,1,Java,0,No,Introvert,8,Yes,Higher Studies,Service-based,Developer,No,Management,Business Analyst
90,69,86,86,49,57,82,3,9,6,Poor,8,Average,8,Java,4,No,Extrovert,6,Yes,Job,Service-based,Research,No,Management,System Developer
75,70,43,57,40,56,94,5,8,6,Poor,9,Poor,6,AI/ML,1,No,Introvert,4,Yes,Higher Studies,Service-based,Research,Yes,Technical,UX Designer
54,41,49,66,79,69,93,4,3,6,Excellent,1,Medium,4,None,5,Yes,Extrovert,8,Yes,Job,Product-based,Administrator,Yes,Management,System Developer
49,94,60,68,65,63,64,8,1,3,Excellent,2,Excellent,10,Python,0,No,Extrovert,7,No,Job,Service-based,Administrator,Yes,Technical,CRM Specialist
83,61,62,41,98,79,57,7,4,7,Medium,8,Excellent,7,AI/ML,3,No,Extrovert,10,Yes,Higher Studies,Product-based,Analyst,No,Technical,Technical Developer
79,82,66,56,87,66,80,7,6,10,Excellent,10,Medium,9,Python,5,No,Introvert,8,No,Higher Studies,Product-based,Analyst,Yes,Technical,CRM Specialist
78,41,97,87,56,64,52,5,10,10,Poor,1,Average,10,AI/ML,3,No,Extrovert,12,No,Higher Studies,Service-based,Developer,No,Management,IT Admin
100,84,80,65,81,45,86,10,2,5,Excellent,7,Medium,5,Python,5,Yes,Introvert,6,No,Higher Studies,Service-based,UX Designer,Yes,Management,System Developer
62,81,41,42,81,70,85,8,3,10,Excellent,4,Medium,2,None,2,No,Introvert,4,Yes,Higher Studies,Product-based,Administrator,No,Technical,UX Designer
70,63,87,43,62,89,87,6,2,7,Excellent,5,Excellent,5,Data Science,4,No,Extrovert,12,No,Job,Service-based,Developer,No,Management,IT Admin
41,43,93,54,95,64,43,5,4,4,Medium,10,Medium,5,None,4,Yes,Introvert,4,No,Job,Service-based,Administrator,No,Management,Network Administrator
51,44,99,85,68,58,88,10,3,7,Excellent,6,Excellent,7,Java,1,Yes,Extrovert,7,Yes,Higher Studies,Service-based,Administrator,No,Management,IT Admin
67,95,50,92,41,44,57,4,1,4,Excellent,6,Average,1,Python,2,No,Introvert,6,No,Higher Studies,Service-based,Research,No,Technical,System Developer
94,56,53,91,52,94,51,3,4,4,Poor,2,Average,7,Data Science,2,Yes,Extrovert,10,No,Higher Studies,Service-based,Developer,No,Technical,Technical Developer
48,63,64,75,64,73,93,4,10,6,Medium,5,Poor,8,Data Science,5,Yes,Introvert,10,Yes,Job,Product-based,Developer,Yes,Management,Network Administrator
75,95,65,65,80,88,90,6,5,9,Poor,6,Poor,5,Data Science,3,Yes,Extrovert,11,No,Higher Studies,Service-based,Administrator,No,Technical,Software Engineer
47,64,63,94,86,98,83,6,5,2,Poor,2,Excellent,9,Networking,4,No,Extrovert,11,No,Higher Studies,Product-based,Research,Yes,Management,Business Analyst
69,83,46,69,74,51,80,9,8,4,Medium,3,Poor,0,Java,0,No,Introvert,4,Yes,Job,Service-based,Developer,Yes,Technical,Technical Developer
59,85,46,71,43,47,41,2,5,3,Excellent,7,Average,4,AI/ML,5,No,Introvert,10,No,Job,Product-based,Administrator,No,Management,System Developer
75,94,61,92,47,42,86,7,9,8,Medium,8,Average,6,AI/ML,3,No,Introvert,6,No,Job,Product-based,Analyst,No,Technical,IT Admin
98,73,76,94,81,61,61,10,10,4,Excellent,4,Medium,8,Networking,1,No,Extrovert,12,No,Job,Service-based,Research,Yes,Management,System Developer
41,50,67,90,72,48,73,10,3,9,Poor,9,Poor,6,Java,2,Yes,Extrovert,4,Yes,Higher Studies,Service-based,Administrator,Yes,Management,IT Admin
